xe,rhoe,ue,pe,ee,Me,se
0.104,0.445,0.698,3.528,19.82,0.20951,2.3943
0.106,0.44423,0.70375,3.5195,19.807,0.21131,2.3943
0.108,0.44275,0.71486,3.5031,19.78,0.21479,2.3943
0.11,0.44128,0.72597,3.4867,19.754,0.21827,2.3943
0.112,0.4398,0.73708,3.4705,19.727,0.22176,2.3943
0.114,0.43834,0.74819,3.4543,19.701,0.22526,2.3943
0.116,0.43687,0.7593,3.4381,19.675,0.22875,2.3943
0.118,0.43541,0.77042,3.422,19.648,0.23226,2.3943
0.12,0.43395,0.78153,3.406,19.622,0.23576,2.3943
0.122,0.4325,0.79264,3.3901,19.596,0.23928,2.3943
0.124,0.43105,0.80375,3.3742,19.569,0.24279,2.3943
0.126,0.42961,0.81486,3.3584,19.543,0.24632,2.3943
0.128,0.42817,0.82597,3.3426,19.517,0.24984,2.3943
0.13,0.42673,0.83708,3.3269,19.491,0.25337,2.3943
0.132,0.4253,0.84819,3.3113,19.464,0.25691,2.3943
0.134,0.42387,0.8593,3.2957,19.438,0.26045,2.3943
0.136,0.42244,0.87042,3.2802,19.412,0.264,2.3943
0.138,0.42102,0.88153,3.2647,19.386,0.26755,2.3943
0.14,0.4196,0.89264,3.2494,19.36,0.2711,2.3943
0.142,0.41819,0.90375,3.234,19.334,0.27466,2.3943
0.144,0.41678,0.91486,3.2188,19.308,0.27823,2.3943
0.146,0.41537,0.92597,3.2036,19.281,0.2818,2.3943
0.148,0.41397,0.93708,3.1885,19.255,0.28537,2.3943
0.15,0.41257,0.94819,3.1734,19.229,0.28895,2.3943
0.152,0.41118,0.9593,3.1584,19.203,0.29253,2.3943
0.154,0.40978,0.97042,3.1434,19.177,0.29612,2.3943
0.156,0.4084,0.98153,3.1285,19.151,0.29972,2.3943
0.158,0.40701,0.99264,3.1137,19.125,0.30331,2.3943
0.16,0.40563,1.0037,3.0989,19.099,0.30692,2.3943
0.162,0.40426,1.0149,3.0842,19.073,0.31053,2.3943
0.164,0.40288,1.026,3.0696,19.047,0.31414,2.3943
0.166,0.40152,1.0371,3.055,19.022,0.31776,2.3943
0.168,0.40015,1.0482,3.0404,18.996,0.32138,2.3943
0.17,0.39879,1.0593,3.026,18.97,0.32501,2.3943
0.172,0.39743,1.0704,3.0116,18.944,0.32864,2.3943
0.174,0.39608,1.0815,2.9972,18.918,0.33228,2.3943
0.176,0.39473,1.0926,2.9829,18.892,0.33592,2.3943
0.178,0.39338,1.1037,2.9687,18.866,0.33957,2.3943
0.18,0.39204,1.1149,2.9545,18.841,0.34322,2.3943
0.182,0.3907,1.126,2.9404,18.815,0.34688,2.3943
0.184,0.38936,1.1371,2.9263,18.789,0.35055,2.3943
0.186,0.38803,1.1482,2.9123,18.763,0.35421,2.3943
0.188,0.3867,1.1593,2.8984,18.738,0.35789,2.3943
0.19,0.38538,1.1704,2.8845,18.712,0.36156,2.3943
0.192,0.38406,1.1815,2.8706,18.686,0.36525,2.3943
0.194,0.38274,1.1926,2.8569,18.661,0.36894,2.3943
0.196,0.38143,1.2037,2.8431,18.635,0.37263,2.3943
0.198,0.38012,1.2149,2.8295,18.609,0.37633,2.3943
0.2,0.37881,1.226,2.8159,18.584,0.38003,2.3943
0.202,0.37751,1.2371,2.8023,18.558,0.38374,2.3943
0.204,0.37621,1.2482,2.7888,18.533,0.38745,2.3943
0.206,0.37491,1.2593,2.7754,18.507,0.39117,2.3943
0.208,0.37362,1.2704,2.762,18.481,0.3949,2.3943
0.21,0.37233,1.2815,2.7487,18.456,0.39863,2.3943
0.212,0.37105,1.2926,2.7354,18.43,0.40236,2.3943
0.214,0.36976,1.3037,2.7222,18.405,0.4061,2.3943
0.216,0.36849,1.3149,2.709,18.379,0.40984,2.3943
0.218,0.36721,1.326,2.6959,18.354,0.41359,2.3943
0.22,0.36594,1.3371,2.6829,18.329,0.41735,2.3943
0.222,0.36467,1.3482,2.6699,18.303,0.42111,2.3943
0.224,0.36341,1.3593,2.6569,18.278,0.42487,2.3943
0.226,0.36215,1.3704,2.644,18.252,0.42865,2.3943
0.228,0.36089,1.3815,2.6312,18.227,0.43242,2.3943
0.23,0.35964,1.3926,2.6184,18.202,0.4362,2.3943
0.232,0.35839,1.4037,2.6057,18.176,0.43999,2.3943
0.234,0.35714,1.4149,2.593,18.151,0.44378,2.3943
0.236,0.3559,1.426,2.5804,18.126,0.44758,2.3943
0.238,0.35466,1.4371,2.5678,18.1,0.45138,2.3943
0.24,0.35342,1.4482,2.5553,18.075,0.45519,2.3943
0.242,0.35219,1.4593,2.5428,18.05,0.459,2.3943
0.244,0.35096,1.4704,2.5304,18.025,0.46282,2.3943
0.246,0.34974,1.4815,2.518,18,0.46664,2.3943
0.248,0.34851,1.4926,2.5057,17.974,0.47047,2.3943
0.25,0.3473,1.5037,2.4935,17.949,0.47431,2.3943
0.252,0.34608,1.5149,2.4813,17.924,0.47815,2.3943
0.254,0.34487,1.526,2.4691,17.899,0.48199,2.3943
0.256,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.258,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.26,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.262,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.264,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.266,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.268,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.27,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.272,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.274,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.276,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.278,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.28,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.282,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.284,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.286,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.288,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.29,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.292,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.294,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.296,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.298,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.3,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.302,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.304,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.306,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.308,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.31,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.312,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.314,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.316,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.318,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.32,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.322,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.324,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.326,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.328,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.33,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.332,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.334,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.336,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.338,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.34,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.342,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.344,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.346,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.348,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.35,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.352,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.354,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.356,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.358,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.36,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.362,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.364,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.366,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.368,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.37,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.372,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.374,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.376,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.378,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.38,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.382,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.384,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.386,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.388,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.39,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.392,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.394,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.396,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.398,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.4,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.402,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.404,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.406,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.408,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.41,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.412,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.414,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.416,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.418,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.42,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.422,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.424,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.426,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.428,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.43,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.432,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.434,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.436,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.438,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.44,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.442,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.444,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.446,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.448,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.45,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.452,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.454,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.456,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.458,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.46,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.462,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.464,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.466,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.468,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.47,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.472,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.474,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.476,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.478,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.48,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.482,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.484,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.486,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.488,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.49,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.492,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.494,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.496,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.498,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.5,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.502,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.504,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.506,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.508,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.51,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.512,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.514,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.516,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.518,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.52,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.522,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.524,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.526,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.528,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.53,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.532,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.534,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.536,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.538,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.54,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.542,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.544,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.546,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.548,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.55,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.552,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.554,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.556,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.558,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.56,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.562,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.564,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.566,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.568,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.57,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.572,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.574,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.576,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.578,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.58,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.582,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.584,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.586,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.588,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.59,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.592,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.594,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.596,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.598,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.6,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.602,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.604,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.606,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.608,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.61,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.612,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.614,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.616,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.618,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.62,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.622,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.624,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.626,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.628,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.63,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.632,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.634,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.636,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.638,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.64,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.642,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.644,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.646,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.648,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.65,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.652,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.654,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.656,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.658,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.66,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.662,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.664,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.666,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.668,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.67,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.672,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.674,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.676,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.678,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.68,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.682,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.684,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.686,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.688,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.69,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.692,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.694,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.696,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.698,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.7,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.702,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.704,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.706,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.708,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.71,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.712,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.714,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.716,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.718,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.72,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.722,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.724,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.726,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.728,0.34457,1.5287,2.4661,17.893,0.48294,2.3943
0.73,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.732,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.734,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.736,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.738,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.74,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.742,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.744,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.746,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.748,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.75,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.752,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.754,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.756,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.758,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.76,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.762,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.764,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.766,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.768,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.77,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.772,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.774,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.776,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.778,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.78,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.782,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.784,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.786,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.788,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.79,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.792,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.794,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.796,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.798,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.8,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.802,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.804,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.806,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.808,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.81,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.812,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.814,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.816,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.818,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.82,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.822,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.824,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.826,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.828,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.83,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.832,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.834,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.836,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.838,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.84,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.842,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.844,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.846,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.848,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.85,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
