xe,rhoe,ue,pe,ee,Me,se
0.194,1,0.75,1,2.5,0.63387,0
0.196,1,0.75,1,2.5,0.63387,0
0.198,1,0.75,1,2.5,0.63387,0
0.2,1,0.75,1,2.5,0.63387,0
0.202,1,0.75,1,2.5,0.63387,0
0.204,1,0.75,1,2.5,0.63387,0
0.206,1,0.75,1,2.5,0.63387,0
0.208,1,0.75,1,2.5,0.63387,0
0.21,1,0.75,1,2.5,0.63387,0
0.212,1,0.75,1,2.5,0.63387,0
0.214,1,0.75,1,2.5,0.63387,0
0.216,1,0.75,1,2.5,0.63387,0
0.218,1,0.75,1,2.5,0.63387,0
0.22,1,0.75,1,2.5,0.63387,0
0.222,1,0.75,1,2.5,0.63387,0
0.224,1,0.75,1,2.5,0.63387,0
0.226,1,0.75,1,2.5,0.63387,0
0.228,1,0.75,1,2.5,0.63387,0
0.23,1,0.75,1,2.5,0.63387,0
0.232,1,0.75,1,2.5,0.63387,0
0.234,1,0.75,1,2.5,0.63387,0
0.236,1,0.75,1,2.5,0.63387,0
0.238,1,0.75,1,2.5,0.63387,0
0.24,1,0.75,1,2.5,0.63387,0
0.242,1,0.75,1,2.5,0.63387,0
0.244,1,0.75,1,2.5,0.63387,0
0.246,1,0.75,1,2.5,0.63387,0
0.248,1,0.75,1,2.5,0.63387,0
0.25,1,0.75,1,2.5,0.63387,0
0.252,1,0.75,1,2.5,0.63387,0
0.254,1,0.75,1,2.5,0.63387,0
0.256,1,0.75,1,2.5,0.63387,0
0.258,1,0.75,1,2.5,0.63387,0
0.26,1,0.75,1,2.5,0.63387,0
0.262,1,0.75,1,2.5,0.63387,0
0.264,1,0.75,1,2.5,0.63387,0
0.266,1,0.75,1,2.5,0.63387,0
0.268,1,0.75,1,2.5,0.63387,0
0.27,1,0.75,1,2.5,0.63387,0
0.272,1,0.75,1,2.5,0.63387,0
0.274,1,0.75,1,2.5,0.63387,0
0.276,1,0.75,1,2.5,0.63387,0
0.278,1,0.75,1,2.5,0.63387,0
0.28,1,0.75,1,2.5,0.63387,0
0.282,1,0.75,1,2.5,0.63387,0
0.284,1,0.75,1,2.5,0.63387,0
0.286,1,0.75,1,2.5,0.63387,0
0.288,1,0.75,1,2.5,0.63387,0
0.29,1,0.75,1,2.5,0.63387,0
0.292,1,0.75,1,2.5,0.63387,0
0.294,1,0.75,1,2.5,0.63387,0
0.296,1,0.75,1,2.5,0.63387,0
0.298,1,0.75,1,2.5,0.63387,0
0.3,1,0.75,1,2.5,0.63387,0
0.302,1,0.75,1,2.5,0.63387,0
0.304,1,0.75,1,2.5,0.63387,0
0.306,1,0.75,1,2.5,0.63387,0
0.308,1,0.75,1,2.5,0.63387,0
0.31,1,0.75,1,2.5,0.63387,0
0.312,1,0.75,1,2.5,0.63387,0
0.314,1,0.75,1,2.5,0.63387,0
0.316,1,0.75,1,2.5,0.63387,0
0.318,1,0.75,1,2.5,0.63387,0
0.32,1,0.75,1,2.5,0.63387,0
0.322,1,0.75,1,2.5,0.63387,0
0.324,1,0.75,1,2.5,0.63387,0
0.326,1,0.75,1,2.5,0.63387,0
0.328,1,0.75,1,2.5,0.63387,0
0.33,1,0.75,1,2.5,0.63387,0
0.332,1,0.75,1,2.5,0.63387,0
0.334,1,0.75,1,2.5,0.63387,0
0.336,1,0.75,1,2.5,0.63387,0
0.338,1,0.75,1,2.5,0.63387,0
0.34,1,0.75,1,2.5,0.63387,0
0.342,1,0.75,1,2.5,0.63387,0
0.344,1,0.75,1,2.5,0.63387,0
0.346,1,0.75,1,2.5,0.63387,0
0.348,1,0.75,1,2.5,0.63387,0
0.35,1,0.75,1,2.5,0.63387,0
0.352,1,0.75,1,2.5,0.63387,0
0.354,1,0.75,1,2.5,0.63387,0
0.356,1,0.75,1,2.5,0.63387,0
0.358,1,0.75,1,2.5,0.63387,0
0.36,1,0.75,1,2.5,0.63387,0
0.362,1,0.75,1,2.5,0.63387,0
0.364,1,0.75,1,2.5,0.63387,0
0.366,1,0.75,1,2.5,0.63387,0
0.368,1,0.75,1,2.5,0.63387,0
0.37,1,0.75,1,2.5,0.63387,0
0.372,1,0.75,1,2.5,0.63387,0
0.374,1,0.75,1,2.5,0.63387,0
0.376,1,0.75,1,2.5,0.63387,0
0.378,1,0.75,1,2.5,0.63387,0
0.38,1,0.75,1,2.5,0.63387,0
0.382,1,0.75,1,2.5,0.63387,0
0.384,1,0.75,1,2.5,0.63387,0
0.386,1,0.75,1,2.5,0.63387,0
0.388,1,0.75,1,2.5,0.63387,0
0.39,1,0.75,1,2.5,0.63387,0
0.392,1,0.75,1,2.5,0.63387,0
0.394,1,0.75,1,2.5,0.63387,0
0.396,1,0.75,1,2.5,0.63387,0
0.398,1,0.75,1,2.5,0.63387,0
0.4,1,0.75,1,2.5,0.63387,0
0.402,1,0.75,1,2.5,0.63387,0
0.404,1,0.75,1,2.5,0.63387,0
0.406,1,0.75,1,2.5,0.63387,0
0.408,1,0.75,1,2.5,0.63387,0
0.41,1,0.75,1,2.5,0.63387,0
0.412,1,0.75,1,2.5,0.63387,0
0.414,1,0.75,1,2.5,0.63387,0
0.416,1,0.75,1,2.5,0.63387,0
0.418,1,0.75,1,2.5,0.63387,0
0.42,1,0.75,1,2.5,0.63387,0
0.422,1,0.75,1,2.5,0.63387,0
0.424,1,0.75,1,2.5,0.63387,0
0.426,1,0.75,1,2.5,0.63387,0
0.428,0.9932,0.75807,0.99049,2.4932,0.64156,-1.1102e-16
0.43,0.98498,0.76788,0.97904,2.4849,0.65094,0
0.432,0.97682,0.77768,0.9677,2.4767,0.66035,0
0.434,0.96872,0.78748,0.95648,2.4684,0.66979,2.2204e-16
0.436,0.96067,0.79729,0.94537,2.4602,0.67926,0
0.438,0.95267,0.80709,0.93437,2.452,0.68876,-1.1102e-16
0.44,0.94473,0.8169,0.92348,2.4438,0.6983,0
0.442,0.93684,0.8267,0.9127,2.4356,0.70787,0
0.444,0.929,0.8365,0.90203,2.4274,0.71747,-1.1102e-16
0.446,0.92121,0.84631,0.89146,2.4193,0.7271,0
0.448,0.91348,0.85611,0.881,2.4111,0.73676,0
0.45,0.9058,0.86592,0.87065,2.403,0.74646,2.2204e-16
0.452,0.89817,0.87572,0.8604,2.3949,0.75619,2.2204e-16
0.454,0.89059,0.88552,0.85026,2.3868,0.76595,0
0.456,0.88306,0.89533,0.84021,2.3787,0.77575,2.2204e-16
0.458,0.87559,0.90513,0.83027,2.3706,0.78557,0
0.46,0.86816,0.91493,0.82043,2.3625,0.79544,2.2204e-16
0.462,0.86079,0.92474,0.81069,2.3545,0.80533,0
0.464,0.85346,0.93454,0.80105,2.3465,0.81526,2.2204e-16
0.466,0.84619,0.94435,0.79151,2.3384,0.82523,0
0.468,0.83897,0.95415,0.78206,2.3304,0.83523,2.2204e-16
0.47,0.83179,0.96395,0.77271,2.3224,0.84526,-1.1102e-16
0.472,0.82466,0.97376,0.76346,2.3145,0.85533,0
0.474,0.81759,0.98356,0.75431,2.3065,0.86543,0
0.476,0.81056,0.99337,0.74524,2.2985,0.87557,0
0.478,0.80358,1.0032,0.73627,2.2906,0.88574,2.2204e-16
0.48,0.79665,1.013,0.7274,2.2827,0.89594,2.2204e-16
0.482,0.78976,1.0228,0.71861,2.2748,0.90619,-1.1102e-16
0.484,0.78293,1.0326,0.70992,2.2669,0.91647,-1.1102e-16
0.486,0.77614,1.0424,0.70132,2.259,0.92678,0
0.488,0.7694,1.0522,0.6928,2.2511,0.93713,2.2204e-16
0.49,0.7627,1.062,0.68438,2.2433,0.94752,-1.1102e-16
0.492,0.75605,1.0718,0.67604,2.2354,0.95794,0
0.494,0.74945,1.0816,0.66779,2.2276,0.9684,-1.1102e-16
0.496,0.74289,1.0914,0.65963,2.2198,0.9789,0
0.498,0.73639,1.1012,0.65155,2.212,0.98943,2.2204e-16
0.5,0.72992,1.111,0.64356,2.2042,1,0
0.502,0.7235,1.1208,0.63565,2.1964,1.0106,0
0.504,0.71713,1.1306,0.62782,2.1887,1.0213,0
0.506,0.7108,1.1404,0.62008,2.1809,1.0319,-2.2204e-16
0.508,0.70452,1.1502,0.61242,2.1732,1.0427,0
0.51,0.69828,1.16,0.60484,2.1655,1.0534,-2.2204e-16
0.512,0.69209,1.1698,0.59734,2.1578,1.0642,-2.2204e-16
0.514,0.68593,1.1796,0.58992,2.1501,1.0751,-2.2204e-16
0.516,0.67983,1.1894,0.58258,2.1424,1.0859,0
0.518,0.67376,1.1992,0.57532,2.1347,1.0968,0
0.52,0.66774,1.2091,0.56814,2.1271,1.1078,0
0.522,0.66177,1.2189,0.56103,2.1194,1.1188,0
0.524,0.65583,1.2287,0.554,2.1118,1.1298,2.2204e-16
0.526,0.64994,1.2385,0.54705,2.1042,1.1409,0
0.528,0.64409,1.2483,0.54017,2.0966,1.152,2.2204e-16
0.53,0.63829,1.2581,0.53336,2.089,1.1632,-2.2204e-16
0.532,0.63252,1.2679,0.52663,2.0815,1.1743,0
0.534,0.6268,1.2777,0.51997,2.0739,1.1856,2.2204e-16
0.536,0.62112,1.2875,0.51339,2.0664,1.1969,0
0.538,0.61548,1.2973,0.50687,2.0589,1.2082,2.2204e-16
0.54,0.60988,1.3071,0.50043,2.0513,1.2195,-2.2204e-16
0.542,0.60432,1.3169,0.49405,2.0438,1.2309,-1.1102e-16
0.544,0.5988,1.3267,0.48775,2.0364,1.2424,0
0.546,0.59333,1.3365,0.48152,2.0289,1.2539,0
0.548,0.58789,1.3463,0.47535,2.0214,1.2654,0
0.55,0.58249,1.3561,0.46925,2.014,1.2769,0
0.552,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.554,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.556,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.558,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.56,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.562,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.564,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.566,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.568,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.57,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.572,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.574,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.576,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.578,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.58,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.582,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.584,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.586,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.588,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.59,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.592,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.594,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.596,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.598,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.6,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.602,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.604,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.606,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.608,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.61,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.612,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.614,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.616,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.618,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.62,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.622,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.624,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.626,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.628,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.63,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.632,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.634,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.636,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.638,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.64,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.642,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.644,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.646,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.648,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.65,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.652,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.654,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.656,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.658,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.66,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.662,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.664,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.666,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.668,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.67,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.672,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.674,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.676,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.678,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.68,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.682,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.684,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.686,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.688,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.69,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.692,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.694,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.696,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.698,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.7,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.702,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.704,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.706,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.708,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.71,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.712,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.714,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.716,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.718,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.72,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.722,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.724,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.726,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.728,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.73,0.57987,1.3609,0.46629,2.0103,1.2826,0
0.732,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.734,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.736,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.738,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.74,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.742,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.744,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.746,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.748,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.75,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.752,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.754,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.756,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.758,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.76,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.762,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.764,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.766,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.768,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.77,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.772,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.774,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.776,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.778,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.78,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.782,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.784,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.786,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.788,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.79,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.792,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.794,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.796,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.798,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.8,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.802,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.804,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.806,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.808,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.81,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.812,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.814,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.816,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.818,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.82,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.822,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.824,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.826,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.828,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.83,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.832,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.834,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.836,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.838,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.84,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.842,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.844,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.846,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.848,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.85,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.852,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.854,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.856,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.858,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.86,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.862,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.864,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.866,0.3397,1.3609,0.46629,3.4317,0.98171,0.74863
0.868,0.125,0,0.1,2,0,0.60863
0.87,0.125,0,0.1,2,0,0.60863
0.872,0.125,0,0.1,2,0,0.60863
0.874,0.125,0,0.1,2,0,0.60863
0.876,0.125,0,0.1,2,0,0.60863
0.878,0.125,0,0.1,2,0,0.60863
0.88,0.125,0,0.1,2,0,0.60863
0.882,0.125,0,0.1,2,0,0.60863
0.884,0.125,0,0.1,2,0,0.60863
0.886,0.125,0,0.1,2,0,0.60863
0.888,0.125,0,0.1,2,0,0.60863
0.89,0.125,0,0.1,2,0,0.60863
0.892,0.125,0,0.1,2,0,0.60863
0.894,0.125,0,0.1,2,0,0.60863
0.896,0.125,0,0.1,2,0,0.60863
0.898,0.125,0,0.1,2,0,0.60863
0.9,0.125,0,0.1,2,0,0.60863
0.902,0.125,0,0.1,2,0,0.60863
0.904,0.125,0,0.1,2,0,0.60863
0.906,0.125,0,0.1,2,0,0.60863
0.908,0.125,0,0.1,2,0,0.60863
0.91,0.125,0,0.1,2,0,0.60863
0.912,0.125,0,0.1,2,0,0.60863
0.914,0.125,0,0.1,2,0,0.60863
0.916,0.125,0,0.1,2,0,0.60863
0.918,0.125,0,0.1,2,0,0.60863
0.92,0.125,0,0.1,2,0,0.60863
0.922,0.125,0,0.1,2,0,0.60863
0.924,0.125,0,0.1,2,0,0.60863
0.926,0.125,0,0.1,2,0,0.60863
0.928,0.125,0,0.1,2,0,0.60863
0.93,0.125,0,0.1,2,0,0.60863
0.932,0.125,0,0.1,2,0,0.60863
0.934,0.125,0,0.1,2,0,0.60863
0.936,0.125,0,0.1,2,0,0.60863
0.938,0.125,0,0.1,2,0,0.60863
0.94,0.125,0,0.1,2,0,0.60863
0.942,0.125,0,0.1,2,0,0.60863
0.944,0.125,0,0.1,2,0,0.60863
0.946,0.125,0,0.1,2,0,0.60863
0.948,0.125,0,0.1,2,0,0.60863
0.95,0.125,0,0.1,2,0,0.60863
0.952,0.125,0,0.1,2,0,0.60863
0.954,0.125,0,0.1,2,0,0.60863
0.956,0.125,0,0.1,2,0,0.60863
0.958,0.125,0,0.1,2,0,0.60863
0.96,0.125,0,0.1,2,0,0.60863
0.962,0.125,0,0.1,2,0,0.60863
0.964,0.125,0,0.1,2,0,0.60863
0.966,0.125,0,0.1,2,0,0.60863
0.968,0.125,0,0.1,2,0,0.60863
0.97,0.125,0,0.1,2,0,0.60863
0.972,0.125,0,0.1,2,0,0.60863
0.974,0.125,0,0.1,2,0,0.60863
0.976,0.125,0,0.1,2,0,0.60863
0.978,0.125,0,0.1,2,0,0.60863
0.98,0.125,0,0.1,2,0,0.60863
0.982,0.125,0,0.1,2,0,0.60863
0.984,0.125,0,0.1,2,0,0.60863
0.986,0.125,0,0.1,2,0,0.60863
0.988,0.125,0,0.1,2,0,0.60863
0.99,0.125,0,0.1,2,0,0.60863
0.992,0.125,0,0.1,2,0,0.60863
0.994,0.125,0,0.1,2,0,0.60863
0.996,0.125,0,0.1,2,0,0.60863
0.998,0.125,0,0.1,2,0,0.60863
1,0.125,0,0.1,2,0,0.60863
