xe,rhoe,ue,pe,ee,Me,se
0.854,1.0463,3.6038,1.0654,2.5457,3.0183,1.039e-05
0.856,1.0463,3.6038,1.0654,2.5457,3.0183,1.039e-05
0.858,1.0463,3.6038,1.0654,2.5457,3.0183,1.039e-05
0.86,1.0463,3.6038,1.0654,2.5457,3.0183,1.039e-05
0.862,1.0463,3.6038,1.0654,2.5457,3.0183,1.039e-05
0.864,1.0463,3.6038,1.0654,2.5457,3.0183,1.039e-05
0.866,1.0463,3.6038,1.0654,2.5457,3.0183,1.039e-05
0.868,1.0463,3.6038,1.0654,2.5457,3.0183,1.039e-05
0.87,1.0463,3.6038,1.0654,2.5457,3.0183,1.039e-05
0.872,1.0463,3.6038,1.0654,2.5457,3.0183,1.039e-05
0.874,1.0463,3.6038,1.0654,2.5457,3.0183,1.039e-05
0.876,1.0463,3.6038,1.0654,2.5457,3.0183,1.039e-05
0.878,1.0463,3.6038,1.0654,2.5457,3.0183,1.039e-05
0.88,1.0463,3.6038,1.0654,2.5457,3.0183,1.039e-05
0.882,1.0463,3.6038,1.0654,2.5457,3.0183,1.039e-05
0.884,1.0463,3.6038,1.0654,2.5457,3.0183,1.039e-05
0.886,1.0463,3.6038,1.0654,2.5457,3.0183,1.039e-05
0.888,1.0463,3.6038,1.0654,2.5457,3.0183,1.039e-05
0.89,1.0463,3.6038,1.0654,2.5457,3.0183,1.039e-05
0.892,1.0463,3.6038,1.0654,2.5457,3.0183,1.039e-05
0.894,1.0463,3.6038,1.0654,2.5457,3.0183,1.039e-05
0.896,1.0463,3.6038,1.0654,2.5457,3.0183,1.039e-05
0.898,1.0463,3.6038,1.0654,2.5457,3.0183,1.039e-05
0.9,1.0463,3.6038,1.0654,2.5457,3.0183,1.039e-05
0.902,1.0463,3.6038,1.0654,2.5457,3.0183,1.039e-05
0.904,1.0463,3.6038,1.0654,2.5457,3.0183,1.039e-05
0.906,1.0463,3.6038,1.0654,2.5457,3.0183,1.039e-05
0.908,1.0463,3.6038,1.0654,2.5457,3.0183,1.039e-05
0.91,1.0463,3.6038,1.0654,2.5457,3.0183,1.039e-05
0.912,1.0463,3.6038,1.0654,2.5457,3.0183,1.039e-05
0.914,1.0463,3.6038,1.0654,2.5457,3.0183,1.039e-05
0.916,1.0463,3.6038,1.0654,2.5457,3.0183,1.039e-05
0.918,1.0463,3.6038,1.0654,2.5457,3.0183,1.039e-05
0.92,1.0463,3.6038,1.0654,2.5457,3.0183,1.039e-05
0.922,1.0463,3.6038,1.0654,2.5457,3.0183,1.039e-05
0.924,1.0463,3.6038,1.0654,2.5457,3.0183,1.039e-05
0.926,1.0463,3.6038,1.0654,2.5457,3.0183,1.039e-05
0.928,1.0463,3.6038,1.0654,2.5457,3.0183,1.039e-05
0.93,1,3.55,1,2.5,3.0003,-2.2204e-16
0.932,1,3.55,1,2.5,3.0003,-2.2204e-16
0.934,1,3.55,1,2.5,3.0003,-2.2204e-16
0.936,1,3.55,1,2.5,3.0003,-2.2204e-16
0.938,1,3.55,1,2.5,3.0003,-2.2204e-16
0.94,1,3.55,1,2.5,3.0003,-2.2204e-16
0.942,1,3.55,1,2.5,3.0003,-2.2204e-16
0.944,1,3.55,1,2.5,3.0003,-2.2204e-16
0.946,1,3.55,1,2.5,3.0003,-2.2204e-16
0.948,1,3.55,1,2.5,3.0003,-2.2204e-16
0.95,1,3.55,1,2.5,3.0003,-2.2204e-16
0.952,1,3.55,1,2.5,3.0003,-2.2204e-16
0.954,1,3.55,1,2.5,3.0003,-2.2204e-16
0.956,1,3.55,1,2.5,3.0003,-2.2204e-16
0.958,1,3.55,1,2.5,3.0003,-2.2204e-16
0.96,1,3.55,1,2.5,3.0003,-2.2204e-16
0.962,1,3.55,1,2.5,3.0003,-2.2204e-16
0.964,1,3.55,1,2.5,3.0003,-2.2204e-16
0.966,1,3.55,1,2.5,3.0003,-2.2204e-16
0.968,1,3.55,1,2.5,3.0003,-2.2204e-16
0.97,1,3.55,1,2.5,3.0003,-2.2204e-16
0.972,1,3.55,1,2.5,3.0003,-2.2204e-16
0.974,1,3.55,1,2.5,3.0003,-2.2204e-16
0.976,1,3.55,1,2.5,3.0003,-2.2204e-16
0.978,1,3.55,1,2.5,3.0003,-2.2204e-16
0.98,1,3.55,1,2.5,3.0003,-2.2204e-16
0.982,1,3.55,1,2.5,3.0003,-2.2204e-16
0.984,1,3.55,1,2.5,3.0003,-2.2204e-16
0.986,1,3.55,1,2.5,3.0003,-2.2204e-16
0.988,1,3.55,1,2.5,3.0003,-2.2204e-16
0.99,1,3.55,1,2.5,3.0003,-2.2204e-16
0.992,1,3.55,1,2.5,3.0003,-2.2204e-16
0.994,1,3.55,1,2.5,3.0003,-2.2204e-16
0.996,1,3.55,1,2.5,3.0003,-2.2204e-16
0.998,1,3.55,1,2.5,3.0003,-2.2204e-16
1,1,3.55,1,2.5,3.0003,-2.2204e-16
