xe,rhoe,ue,pe,ee,Me,se
0.328,1,0,1,2.5,0,0
0.33,1,0,1,2.5,0,0
0.332,1,0,1,2.5,0,0
0.334,1,0,1,2.5,0,0
0.336,1,0,1,2.5,0,0
0.338,1,0,1,2.5,0,0
0.34,1,0,1,2.5,0,0
0.342,1,0,1,2.5,0,0
0.344,1,0,1,2.5,0,0
0.346,1,0,1,2.5,0,0
0.348,1,0,1,2.5,0,0
0.35,1,0,1,2.5,0,0
0.352,1,0,1,2.5,0,0
0.354,1,0,1,2.5,0,0
0.356,1,0,1,2.5,0,0
0.358,1,0,1,2.5,0,0
0.36,1,0,1,2.5,0,0
0.362,1,0,1,2.5,0,0
0.364,1,0,1,2.5,0,0
0.366,1,0,1,2.5,0,0
0.368,1,0,1,2.5,0,0
0.37,1,0,1,2.5,0,0
0.372,1,0,1,2.5,0,0
0.374,1,0,1,2.5,0,0
0.376,1,0,1,2.5,0,0
0.378,1,0,1,2.5,0,0
0.38,1,0,1,2.5,0,0
0.382,0.99774,0.00268,0.99683,2.4977,0.002266,-1.1102e-16
0.384,0.98376,0.019347,0.97733,2.4837,0.016405,0
0.386,0.96993,0.036013,0.95816,2.4697,0.030623,0
0.388,0.95626,0.05268,0.93931,2.4557,0.044923,0
0.39,0.94275,0.069347,0.92078,2.4417,0.059304,0
0.392,0.92939,0.086013,0.90256,2.4278,0.073767,0
0.394,0.91618,0.10268,0.88465,2.414,0.088313,0
0.396,0.90312,0.11935,0.86705,2.4002,0.10294,-1.1102e-16
0.398,0.89021,0.13601,0.84975,2.3864,0.11766,0
0.4,0.87745,0.15268,0.83275,2.3726,0.13246,0
0.402,0.86484,0.16935,0.81604,2.3589,0.14734,2.2204e-16
0.404,0.85237,0.18601,0.79961,2.3453,0.16231,0
0.406,0.84005,0.20268,0.78347,2.3316,0.17737,2.2204e-16
0.408,0.82786,0.21935,0.76761,2.3181,0.19252,0
0.41,0.81582,0.23601,0.75203,2.3045,0.20776,0
0.412,0.80393,0.25268,0.73672,2.291,0.22308,0
0.414,0.79217,0.26935,0.72168,2.2775,0.2385,0
0.416,0.78054,0.28601,0.7069,2.2641,0.25401,0
0.418,0.76906,0.30268,0.69238,2.2507,0.2696,0
0.42,0.75771,0.31935,0.67812,2.2374,0.2853,-1.1102e-16
0.422,0.74649,0.33601,0.66411,2.2241,0.30108,0
0.424,0.73541,0.35268,0.65034,2.2108,0.31696,0
0.426,0.72446,0.36935,0.63683,2.1976,0.33294,0
0.428,0.71364,0.38601,0.62355,2.1844,0.34901,-2.2204e-16
0.43,0.70295,0.40268,0.61052,2.1713,0.36518,2.2204e-16
0.432,0.69239,0.41935,0.59772,2.1581,0.38145,0
0.434,0.68196,0.43601,0.58514,2.1451,0.39782,2.2204e-16
0.436,0.67165,0.45268,0.5728,2.1321,0.41428,0
0.438,0.66147,0.46935,0.56068,2.1191,0.43085,0
0.44,0.65141,0.48601,0.54878,2.1061,0.44752,0
0.442,0.64148,0.50268,0.5371,2.0932,0.46429,-2.2204e-16
0.444,0.63166,0.51935,0.52563,2.0803,0.48117,0
0.446,0.62197,0.53601,0.51437,2.0675,0.49815,0
0.448,0.61239,0.55268,0.50332,2.0547,0.51523,0
0.45,0.60294,0.56935,0.49247,2.042,0.53242,2.2204e-16
0.452,0.5936,0.58601,0.48183,2.0293,0.54972,0
0.454,0.58438,0.60268,0.47138,2.0166,0.56713,0
0.456,0.57527,0.61935,0.46112,2.004,0.58465,0
0.458,0.56627,0.63601,0.45106,1.9914,0.60228,2.2204e-16
0.46,0.55739,0.65268,0.44119,1.9788,0.62002,0
0.462,0.54862,0.66935,0.4315,1.9663,0.63787,0
0.464,0.53997,0.68601,0.422,1.9538,0.65584,-1.1102e-16
0.466,0.53142,0.70268,0.41268,1.9414,0.67392,0
0.468,0.52298,0.71935,0.40353,1.929,0.69211,-1.1102e-16
0.47,0.51464,0.73601,0.39456,1.9166,0.71043,-3.3307e-16
0.472,0.50642,0.75268,0.38576,1.9043,0.72886,-1.1102e-16
0.474,0.4983,0.76935,0.37712,1.8921,0.74741,0
0.476,0.49028,0.78601,0.36866,1.8798,0.76608,0
0.478,0.48237,0.80268,0.36035,1.8676,0.78488,0
0.48,0.47456,0.81935,0.35221,1.8555,0.8038,0
0.482,0.46685,0.83601,0.34423,1.8434,0.82284,0
0.484,0.45924,0.85268,0.3364,1.8313,0.842,0
0.486,0.45173,0.86935,0.32873,1.8193,0.8613,0
0.488,0.44432,0.88601,0.3212,1.8073,0.88072,0
0.49,0.43701,0.90268,0.31383,1.7953,0.90027,2.2204e-16
0.492,0.42979,0.91935,0.30659,1.7834,0.91995,0
0.494,0.42632,0.92745,0.30313,1.7776,0.92957,0
0.496,0.42632,0.92745,0.30313,1.7776,0.92957,0
0.498,0.42632,0.92745,0.30313,1.7776,0.92957,0
0.5,0.42632,0.92745,0.30313,1.7776,0.92957,0
0.502,0.42632,0.92745,0.30313,1.7776,0.92957,0
0.504,0.42632,0.92745,0.30313,1.7776,0.92957,0
0.506,0.42632,0.92745,0.30313,1.7776,0.92957,0
0.508,0.42632,0.92745,0.30313,1.7776,0.92957,0
0.51,0.42632,0.92745,0.30313,1.7776,0.92957,0
0.512,0.42632,0.92745,0.30313,1.7776,0.92957,0
0.514,0.42632,0.92745,0.30313,1.7776,0.92957,0
0.516,0.42632,0.92745,0.30313,1.7776,0.92957,0
0.518,0.42632,0.92745,0.30313,1.7776,0.92957,0
0.52,0.42632,0.92745,0.30313,1.7776,0.92957,0
0.522,0.42632,0.92745,0.30313,1.7776,0.92957,0
0.524,0.42632,0.92745,0.30313,1.7776,0.92957,0
0.526,0.42632,0.92745,0.30313,1.7776,0.92957,0
0.528,0.42632,0.92745,0.30313,1.7776,0.92957,0
0.53,0.42632,0.92745,0.30313,1.7776,0.92957,0
0.532,0.42632,0.92745,0.30313,1.7776,0.92957,0
0.534,0.42632,0.92745,0.30313,1.7776,0.92957,0
0.536,0.42632,0.92745,0.30313,1.7776,0.92957,0
0.538,0.42632,0.92745,0.30313,1.7776,0.92957,0
0.54,0.42632,0.92745,0.30313,1.7776,0.92957,0
0.542,0.42632,0.92745,0.30313,1.7776,0.92957,0
0.544,0.42632,0.92745,0.30313,1.7776,0.92957,0
0.546,0.42632,0.92745,0.30313,1.7776,0.92957,0
0.548,0.42632,0.92745,0.30313,1.7776,0.92957,0
0.55,0.42632,0.92745,0.30313,1.7776,0.92957,0
0.552,0.42632,0.92745,0.30313,1.7776,0.92957,0
0.554,0.42632,0.92745,0.30313,1.7776,0.92957,0
0.556,0.42632,0.92745,0.30313,1.7776,0.92957,0
0.558,0.42632,0.92745,0.30313,1.7776,0.92957,0
0.56,0.42632,0.92745,0.30313,1.7776,0.92957,0
0.562,0.42632,0.92745,0.30313,1.7776,0.92957,0
0.564,0.42632,0.92745,0.30313,1.7776,0.92957,0
0.566,0.42632,0.92745,0.30313,1.7776,0.92957,0
0.568,0.42632,0.92745,0.30313,1.7776,0.92957,0
0.57,0.42632,0.92745,0.30313,1.7776,0.92957,0
0.572,0.42632,0.92745,0.30313,1.7776,0.92957,0
0.574,0.42632,0.92745,0.30313,1.7776,0.92957,0
0.576,0.42632,0.92745,0.30313,1.7776,0.92957,0
0.578,0.42632,0.92745,0.30313,1.7776,0.92957,0
0.58,0.42632,0.92745,0.30313,1.7776,0.92957,0
0.582,0.42632,0.92745,0.30313,1.7776,0.92957,0
0.584,0.42632,0.92745,0.30313,1.7776,0.92957,0
0.586,0.42632,0.92745,0.30313,1.7776,0.92957,0
0.588,0.42632,0.92745,0.30313,1.7776,0.92957,0
0.59,0.42632,0.92745,0.30313,1.7776,0.92957,0
0.592,0.42632,0.92745,0.30313,1.7776,0.92957,0
0.594,0.26557,0.92745,0.30313,2.8535,0.73368,0.66262
0.596,0.26557,0.92745,0.30313,2.8535,0.73368,0.66262
0.598,0.26557,0.92745,0.30313,2.8535,0.73368,0.66262
0.6,0.26557,0.92745,0.30313,2.8535,0.73368,0.66262
0.602,0.26557,0.92745,0.30313,2.8535,0.73368,0.66262
0.604,0.26557,0.92745,0.30313,2.8535,0.73368,0.66262
0.606,0.26557,0.92745,0.30313,2.8535,0.73368,0.66262
0.608,0.26557,0.92745,0.30313,2.8535,0.73368,0.66262
0.61,0.26557,0.92745,0.30313,2.8535,0.73368,0.66262
0.612,0.26557,0.92745,0.30313,2.8535,0.73368,0.66262
0.614,0.26557,0.92745,0.30313,2.8535,0.73368,0.66262
0.616,0.26557,0.92745,0.30313,2.8535,0.73368,0.66262
0.618,0.26557,0.92745,0.30313,2.8535,0.73368,0.66262
0.62,0.26557,0.92745,0.30313,2.8535,0.73368,0.66262
0.622,0.26557,0.92745,0.30313,2.8535,0.73368,0.66262
0.624,0.26557,0.92745,0.30313,2.8535,0.73368,0.66262
0.626,0.26557,0.92745,0.30313,2.8535,0.73368,0.66262
0.628,0.26557,0.92745,0.30313,2.8535,0.73368,0.66262
0.63,0.26557,0.92745,0.30313,2.8535,0.73368,0.66262
0.632,0.26557,0.92745,0.30313,2.8535,0.73368,0.66262
0.634,0.26557,0.92745,0.30313,2.8535,0.73368,0.66262
0.636,0.26557,0.92745,0.30313,2.8535,0.73368,0.66262
0.638,0.26557,0.92745,0.30313,2.8535,0.73368,0.66262
0.64,0.26557,0.92745,0.30313,2.8535,0.73368,0.66262
0.642,0.26557,0.92745,0.30313,2.8535,0.73368,0.66262
0.644,0.26557,0.92745,0.30313,2.8535,0.73368,0.66262
0.646,0.26557,0.92745,0.30313,2.8535,0.73368,0.66262
0.648,0.26557,0.92745,0.30313,2.8535,0.73368,0.66262
0.65,0.26557,0.92745,0.30313,2.8535,0.73368,0.66262
0.652,0.26557,0.92745,0.30313,2.8535,0.73368,0.66262
0.654,0.26557,0.92745,0.30313,2.8535,0.73368,0.66262
0.656,0.26557,0.92745,0.30313,2.8535,0.73368,0.66262
0.658,0.26557,0.92745,0.30313,2.8535,0.73368,0.66262
0.66,0.26557,0.92745,0.30313,2.8535,0.73368,0.66262
0.662,0.26557,0.92745,0.30313,2.8535,0.73368,0.66262
0.664,0.26557,0.92745,0.30313,2.8535,0.73368,0.66262
0.666,0.26557,0.92745,0.30313,2.8535,0.73368,0.66262
0.668,0.26557,0.92745,0.30313,2.8535,0.73368,0.66262
0.67,0.26557,0.92745,0.30313,2.8535,0.73368,0.66262
0.672,0.26557,0.92745,0.30313,2.8535,0.73368,0.66262
0.674,0.26557,0.92745,0.30313,2.8535,0.73368,0.66262
0.676,0.125,0,0.1,2,0,0.60863
0.678,0.125,0,0.1,2,0,0.60863
0.68,0.125,0,0.1,2,0,0.60863
0.682,0.125,0,0.1,2,0,0.60863
0.684,0.125,0,0.1,2,0,0.60863
0.686,0.125,0,0.1,2,0,0.60863
0.688,0.125,0,0.1,2,0,0.60863
0.69,0.125,0,0.1,2,0,0.60863
0.692,0.125,0,0.1,2,0,0.60863
0.694,0.125,0,0.1,2,0,0.60863
0.696,0.125,0,0.1,2,0,0.60863
0.698,0.125,0,0.1,2,0,0.60863
0.7,0.125,0,0.1,2,0,0.60863
0.702,0.125,0,0.1,2,0,0.60863
0.704,0.125,0,0.1,2,0,0.60863
0.706,0.125,0,0.1,2,0,0.60863
0.708,0.125,0,0.1,2,0,0.60863
0.71,0.125,0,0.1,2,0,0.60863
0.712,0.125,0,0.1,2,0,0.60863
0.714,0.125,0,0.1,2,0,0.60863
0.716,0.125,0,0.1,2,0,0.60863
0.718,0.125,0,0.1,2,0,0.60863
0.72,0.125,0,0.1,2,0,0.60863
0.722,0.125,0,0.1,2,0,0.60863
0.724,0.125,0,0.1,2,0,0.60863
0.726,0.125,0,0.1,2,0,0.60863
0.728,0.125,0,0.1,2,0,0.60863
0.73,0.125,0,0.1,2,0,0.60863
0.732,0.125,0,0.1,2,0,0.60863
0.734,0.125,0,0.1,2,0,0.60863
0.736,0.125,0,0.1,2,0,0.60863
0.738,0.125,0,0.1,2,0,0.60863
0.74,0.125,0,0.1,2,0,0.60863
0.742,0.125,0,0.1,2,0,0.60863
0.744,0.125,0,0.1,2,0,0.60863
0.746,0.125,0,0.1,2,0,0.60863
0.748,0.125,0,0.1,2,0,0.60863
0.75,0.125,0,0.1,2,0,0.60863
0.752,0.125,0,0.1,2,0,0.60863
0.754,0.125,0,0.1,2,0,0.60863
0.756,0.125,0,0.1,2,0,0.60863
0.758,0.125,0,0.1,2,0,0.60863
0.76,0.125,0,0.1,2,0,0.60863
0.762,0.125,0,0.1,2,0,0.60863
0.764,0.125,0,0.1,2,0,0.60863
0.766,0.125,0,0.1,2,0,0.60863
0.768,0.125,0,0.1,2,0,0.60863
0.77,0.125,0,0.1,2,0,0.60863
0.772,0.125,0,0.1,2,0,0.60863
0.774,0.125,0,0.1,2,0,0.60863
0.776,0.125,0,0.1,2,0,0.60863
0.778,0.125,0,0.1,2,0,0.60863
0.78,0.125,0,0.1,2,0,0.60863
0.782,0.125,0,0.1,2,0,0.60863
0.784,0.125,0,0.1,2,0,0.60863
0.786,0.125,0,0.1,2,0,0.60863
0.788,0.125,0,0.1,2,0,0.60863
0.79,0.125,0,0.1,2,0,0.60863
0.792,0.125,0,0.1,2,0,0.60863
0.794,0.125,0,0.1,2,0,0.60863
0.796,0.125,0,0.1,2,0,0.60863
0.798,0.125,0,0.1,2,0,0.60863
0.8,0.125,0,0.1,2,0,0.60863
0.802,0.125,0,0.1,2,0,0.60863
0.804,0.125,0,0.1,2,0,0.60863
0.806,0.125,0,0.1,2,0,0.60863
0.808,0.125,0,0.1,2,0,0.60863
0.81,0.125,0,0.1,2,0,0.60863
0.812,0.125,0,0.1,2,0,0.60863
0.814,0.125,0,0.1,2,0,0.60863
0.816,0.125,0,0.1,2,0,0.60863
0.818,0.125,0,0.1,2,0,0.60863
0.82,0.125,0,0.1,2,0,0.60863
0.822,0.125,0,0.1,2,0,0.60863
0.824,0.125,0,0.1,2,0,0.60863
0.826,0.125,0,0.1,2,0,0.60863
0.828,0.125,0,0.1,2,0,0.60863
0.83,0.125,0,0.1,2,0,0.60863
0.832,0.125,0,0.1,2,0,0.60863
0.834,0.125,0,0.1,2,0,0.60863
0.836,0.125,0,0.1,2,0,0.60863
0.838,0.125,0,0.1,2,0,0.60863
0.84,0.125,0,0.1,2,0,0.60863
0.842,0.125,0,0.1,2,0,0.60863
0.844,0.125,0,0.1,2,0,0.60863
0.846,0.125,0,0.1,2,0,0.60863
0.848,0.125,0,0.1,2,0,0.60863
0.85,0.125,0,0.1,2,0,0.60863
0.852,0.125,0,0.1,2,0,0.60863
0.854,0.125,0,0.1,2,0,0.60863
0.856,0.125,0,0.1,2,0,0.60863
0.858,0.125,0,0.1,2,0,0.60863
0.86,0.125,0,0.1,2,0,0.60863
0.862,0.125,0,0.1,2,0,0.60863
0.864,0.125,0,0.1,2,0,0.60863
0.866,0.125,0,0.1,2,0,0.60863
0.868,0.125,0,0.1,2,0,0.60863
0.87,0.125,0,0.1,2,0,0.60863
0.872,0.125,0,0.1,2,0,0.60863
0.874,0.125,0,0.1,2,0,0.60863
0.876,0.125,0,0.1,2,0,0.60863
0.878,0.125,0,0.1,2,0,0.60863
0.88,0.125,0,0.1,2,0,0.60863
0.882,0.125,0,0.1,2,0,0.60863
0.884,0.125,0,0.1,2,0,0.60863
0.886,0.125,0,0.1,2,0,0.60863
0.888,0.125,0,0.1,2,0,0.60863
0.89,0.125,0,0.1,2,0,0.60863
0.892,0.125,0,0.1,2,0,0.60863
0.894,0.125,0,0.1,2,0,0.60863
0.896,0.125,0,0.1,2,0,0.60863
0.898,0.125,0,0.1,2,0,0.60863
0.9,0.125,0,0.1,2,0,0.60863
0.902,0.125,0,0.1,2,0,0.60863
0.904,0.125,0,0.1,2,0,0.60863
0.906,0.125,0,0.1,2,0,0.60863
0.908,0.125,0,0.1,2,0,0.60863
0.91,0.125,0,0.1,2,0,0.60863
0.912,0.125,0,0.1,2,0,0.60863
0.914,0.125,0,0.1,2,0,0.60863
0.916,0.125,0,0.1,2,0,0.60863
0.918,0.125,0,0.1,2,0,0.60863
0.92,0.125,0,0.1,2,0,0.60863
0.922,0.125,0,0.1,2,0,0.60863
0.924,0.125,0,0.1,2,0,0.60863
0.926,0.125,0,0.1,2,0,0.60863
0.928,0.125,0,0.1,2,0,0.60863
0.93,0.125,0,0.1,2,0,0.60863
0.932,0.125,0,0.1,2,0,0.60863
0.934,0.125,0,0.1,2,0,0.60863
0.936,0.125,0,0.1,2,0,0.60863
0.938,0.125,0,0.1,2,0,0.60863
0.94,0.125,0,0.1,2,0,0.60863
0.942,0.125,0,0.1,2,0,0.60863
0.944,0.125,0,0.1,2,0,0.60863
0.946,0.125,0,0.1,2,0,0.60863
0.948,0.125,0,0.1,2,0,0.60863
0.95,0.125,0,0.1,2,0,0.60863
0.952,0.125,0,0.1,2,0,0.60863
0.954,0.125,0,0.1,2,0,0.60863
0.956,0.125,0,0.1,2,0,0.60863
0.958,0.125,0,0.1,2,0,0.60863
0.96,0.125,0,0.1,2,0,0.60863
0.962,0.125,0,0.1,2,0,0.60863
0.964,0.125,0,0.1,2,0,0.60863
0.966,0.125,0,0.1,2,0,0.60863
0.968,0.125,0,0.1,2,0,0.60863
0.97,0.125,0,0.1,2,0,0.60863
0.972,0.125,0,0.1,2,0,0.60863
0.974,0.125,0,0.1,2,0,0.60863
0.976,0.125,0,0.1,2,0,0.60863
0.978,0.125,0,0.1,2,0,0.60863
0.98,0.125,0,0.1,2,0,0.60863
0.982,0.125,0,0.1,2,0,0.60863
0.984,0.125,0,0.1,2,0,0.60863
0.986,0.125,0,0.1,2,0,0.60863
0.988,0.125,0,0.1,2,0,0.60863
0.99,0.125,0,0.1,2,0,0.60863
0.992,0.125,0,0.1,2,0,0.60863
0.994,0.125,0,0.1,2,0,0.60863
0.996,0.125,0,0.1,2,0,0.60863
0.998,0.125,0,0.1,2,0,0.60863
1,0.125,0,0.1,2,0,0.60863
